Date,Open,High,Low,Close,Volume,sma_10,sma_30,ema_12,ema_26,macd,macd_sig,rsi,bb_upper,bb_lower,bb_width,vwap,obv,ret_1d,ret_5d,target
2024-12-26,1219.3798917928575,1222.8161189414398,1209.419672133533,1211.7105712890625,10016178,1235.0623046875,1263.5119913736978,1238.102872825536,1259.7866374246746,-21.683764599138613,-16.12740049358181,35.579652156782444,1336.3125339933035,1193.1998561434152,0.11810797168967484,1291.8795250258415,-34072859,-0.0050705022120551835,-0.02928382110201244,1
2024-12-27,1213.4536884394554,1223.0154756156849,1212.1588111658666,1216.1927490234375,7000397,1230.8939575195313,1261.7457153320313,1234.73208454829,1256.5574605060644,-21.82537595777444,-17.266995586420336,37.226359735491975,1336.8925470249987,1187.6646429164075,0.12270086647730494,1291.2076390833283,-27072462,0.0036990497900886155,-0.007639335170564032,0
2024-12-30,1211.5611874241415,1218.3340640862093,1203.294156174512,1205.8837890625,8818766,1224.7036743164062,1260.3728637695312,1230.293885242784,1252.8038552139485,-22.509969971164537,-18.315590463369176,35.00973245906431,1335.7736726425699,1180.6659391738365,0.1286257721312599,1290.2892052040886,-35891228,-0.008476419522493672,0.004480128201217237,1
2024-12-31,1203.1945530395503,1214.2503727116298,1201.3519366916562,1210.6148681640625,6405475,1219.4396850585938,1258.6414428710937,1227.2663441537497,1249.6787450621052,-22.412400908355494,-19.134952552366443,36.86764029075691,1330.7715667132381,1176.3353058453556,0.12756844883467378,1289.6314121588086,-29485753,0.003923329216690696,-0.005604291479708201,1
2025-01-01,1210.0172807004092,1221.4218053468785,1206.7802092584152,1216.391845703125,5892590,1217.0442504882812,1257.3300130208333,1225.5933443921151,1247.213048813292,-21.619704421176948,-19.631902926128546,39.15495645919886,1321.2992780598352,1175.6431902018835,0.11974438037584541,1289.080709107514,-23593163,0.004771936716607028,-0.0012267311728738628,1
2025-01-02,1216.3918076943417,1239.4994683243335,1215.1467802555553,1236.860107421875,15486276,1215.90380859375,1257.3349934895834,1227.3266925505397,1246.4461642657798,-19.119471715240024,-19.529416683950842,46.54470819283789,1313.5022547787662,1176.7519322329526,0.11056248133902342,1287.9683067610142,-8106887,0.016827029703506913,0.02075539879631272,1
2025-01-03,1238.9518139936486,1257.0296379589822,1230.5852047154665,1246.1729736328125,15521102,1217.9655883789062,1258.2695963541667,1230.2261204093509,1246.4259279225969,-16.199807513246014,-18.863494849809875,49.54716848414638,1301.5826334641997,1181.6097615553317,0.0962730491250553,1287.1582348278139,7414215,0.007529441814037696,0.02465088254591885,0
2025-01-06,1248.961727102304,1256.9797527645217,1210.1667191829588,1213.15478515625,14816766,1219.2305297851562,1256.6958821614583,1227.599761139643,1243.9613988287936,-16.361637689150484,-18.363123417677997,40.79778064694545,1290.18364463496,1183.69096474004,0.08778160973185638,1286.1003471894937,-7402551,-0.026495670484899647,0.006029599335938274,1
2025-01-07,1217.1388288273845,1239.5493228115215,1216.3918123612464,1235.913818359375,10070505,1221.0781372070312,1255.1636678059897,1228.8788468657556,1243.3652817569848,-14.486434891229237,-17.587785712388246,47.65878755511213,1281.5938999867324,1186.8722987437366,0.07664094359648381,1285.447553024203,2667954,0.018760205607393887,0.020897604069310072,1
2025-01-08,1244.0314575822304,1265.9937909556584,1240.395953024955,1260.4658203125,19346579,1225.3361328125,1254.161006673177,1233.7383812421779,1244.6319883166527,-10.893607074474858,-16.24894998480557,53.86968140566937,1277.5730510357578,1188.965852772836,0.07029718444959818,1284.7882141055775,22014533,0.01986546439436765,0.03623336901267904,0
2025-01-09,1261.9598138402198,1264.698874209644,1243.0852464738894,1249.758544921875,12794704,1229.1409301757812,1252.8844401041667,1236.203021808285,1245.0117332503728,-8.80871144208777,-14.760902276262012,51.02601450645139,1273.262209120136,1190.941025743145,0.06586967035471408,1284.323221939196,9219829,-0.008494697133453744,0.010428372151872312,0
2025-01-10,1248.8621307808614,1251.750618829338,1231.0831628192257,1236.959716796875,8120332,1231.217626953125,1251.9249389648437,1236.3194364219141,1244.4152875871507,-8.095851165236581,-13.427892054056928,47.779258597514485,1270.5738070892844,1191.537777383372,0.06389539500168794,1283.9209788404567,1099497,-0.01024104070102605,-0.007393240770644627,0
2025-01-13,1225.1070543419412,1240.2963897717905,1221.5213994754447,1234.9178466796875,13764861,1234.1210327148438,1250.1868815104167,1236.1038072308024,1243.711773445857,-7.607966215054603,-12.263906886256464,47.26258290143604,1265.24560999334,1193.57909703791,0.05803342558221099,1283.139263891874,-12665364,-0.0016507167448225335,0.017939229016546765,0
2025-01-14,1239.1509590647415,1248.3641626627486,1222.3680125031533,1233.822265625,13095266,1236.4417724609375,1247.8495483398438,1235.7528008299098,1242.9792173109786,-7.226416481068782,-11.256408805218928,46.9690938583321,1260.3473224051068,1195.5341351144243,0.05253040822524866,1282.4541927378516,-25760630,-0.0008871691810375948,-0.001692312767528903,1
2025-01-15,1239.9974688456068,1251.999581888204,1236.90982514039,1247.2186279296875,9578856,1239.5244506835938,1245.4889729817708,1237.5167742298754,1243.2932477271793,-5.7764734973038685,-10.160421743635917,50.97771527512424,1261.3488842503195,1195.2198169215555,0.05302123128046485,1282.0733616154614,-16181774,0.010857611082177643,-0.010509759304324628,1
2025-01-16,1253.8920943102864,1269.9280238633037,1246.3223515830243,1261.4119873046875,14117603,1241.979638671875,1244.0779418945312,1241.1929608567696,1244.6353765847725,-3.4424157280029704,-8.816820540509328,54.870080232122255,1264.0299183315424,1193.8535289340825,0.05563320319113877,1281.732583671549,-2064171,0.01138000913164694,0.009324555075189256,1
2025-01-17,1316.9900509904955,1320.72513338128,1279.888232575373,1297.169189453125,29366277,1247.0792602539063,1243.4238850911458,1249.804688333132,1248.5267701305763,1.277918202555611,-6.79787279189634,62.86882307830105,1278.441912715736,1186.6029359170764,0.0707995360554147,1282.259930969156,27302106,0.028346965549963965,0.04867537061931437,1
2025-01-20,1310.764916385877,1310.764916385877,1295.07757031211,1300.2568359375,14040244,1255.7894653320313,1243.2213582356771,1257.5665571953423,1252.3586268570152,5.20793033832706,-4.39671216585166,63.47089030210264,1289.6796020385023,1185.3403930786853,0.08024507626186572,1282.5403177156925,41342350,0.002380295885440198,0.05290958376987498,0
2025-01-21,1305.2868371165837,1307.776892128252,1265.1471016946018,1268.6331787109375,14562976,1259.0614013671875,1242.5092000325521,1259.2691143515876,1253.564149216565,5.704965135022576,-2.3763767056768135,53.841615908216966,1293.066083460219,1187.073455114,0.08354868067845948,1282.511019740003,26779374,-0.02432108515219722,0.028213879791108898,1
2025-01-22,1273.2149526536994,1277.7966294698952,1263.6530443254642,1272.0196533203125,10273590,1260.2167846679688,1242.2518961588542,1261.2307357313914,1254.9312235946204,6.299512136771,-0.6411989371872509,54.635317517611696,1296.4890134572606,1189.0639040232081,0.08445239753461682,1282.396087968082,37052964,0.0026693883355755066,0.01988506652742461,0
2025-01-23,1264.947884048613,1272.2686211078578,1256.581275301743,1258.6231689453125,8720682,1261.1032470703126,1241.7688273111978,1260.8295716104562,1255.204701028005,5.624870582451194,0.6120149667404382,50.90620819697164,1297.2779740846122,1192.9662031614816,0.08287768213463019,1282.226519370068,28332282,-0.010531664616998282,-0.002210870348024807,0
2025-01-24,1260.9638702056577,1267.9360243063209,1238.5533748820974,1241.34228515625,14235970,1261.54150390625,1241.2176961263021,1257.8315275405782,1254.1778554078749,3.6536721327033774,1.2203463999330262,46.49741021366302,1296.8710245244552,1195.88810633492,0.08134977708974468,1281.774594148574,14096312,-0.013729990211083898,-0.04303748867209156,0
2025-01-27,1234.1708090151494,1235.515414368934,1215.1468135462453,1224.4595947265625,9536019,1260.4956787109375,1239.7734619140624,1252.6973840307296,1251.9765027648148,0.7208812659148407,1.120453373129389,42.61441896177012,1295.4129529814138,1199.2037584443676,0.07857278014839757,1281.2580922099548,4560293,-0.013600350710330056,-0.05829405323317283,1
2025-01-28,1233.0752790316255,1239.7984277662488,1213.652849353825,1229.4896240234375,10568025,1260.0624145507813,1238.6479573567708,1249.126959414223,1250.3108080432312,-1.1838486290082528,0.6595929727018608,44.111930901541385,1294.129198344594,1202.3749886671249,0.07462788451781195,1280.7226031699936,15128318,0.004107958579064652,-0.03085490380069822,1
2025-01-29,1231.0832160878692,1237.8063647194172,1223.1648896668228,1230.585205078125,5928156,1258.399072265625,1238.3225911458333,1246.274381824054,1248.8496522680382,-2.575270443984209,0.012620289364646764,44.451943540627056,1293.2573926950133,1204.6661302542054,0.07199116491505649,1280.4428781344118,21056474,0.0008910860517084007,-0.03257374847474448,1
2025-01-30,1230.635044492625,1251.9996679975989,1227.497550840604,1248.0654296875,9269259,1257.0644165039062,1238.3159545898438,1246.5499276491996,1248.7915617065169,-2.241634057317242,-0.43823057997173104,49.70911797106982,1293.473341888095,1205.570713287686,0.07043110602175627,1280.1153532844041,30325733,0.014204806410186954,-0.008388324256464741,1
2025-01-31,1250.8541794958078,1261.9598488917904,1244.0314532484974,1260.0673828125,6584612,1253.3542358398438,1239.4663614908854,1248.6295361358614,1249.6268077143675,-0.9972715785061155,-0.5500387796786079,52.99829134327699,1294.3731196543188,1206.0603764394311,0.0700857306676501,1279.9643537513894,36910345,0.00961644545190632,0.015084556354972634,0
2025-02-01,1260.0673469134033,1265.495739501575,1236.06324219181,1259.5693359375,7118453,1249.2854858398437,1241.4351603190105,1250.3125822591905,1250.3632912864514,-0.05070902726083659,-0.4501728291950537,52.843838876293475,1293.4155676363446,1211.6593835355304,0.06490804576467628,1279.7924068781542,29791892,-0.0003952541600500403,0.028673662538271083,0
2025-02-03,1246.0235355947286,1251.003645649064,1232.6270881824537,1240.94384765625,9252345,1246.516552734375,1242.2186971028646,1248.871238474123,1249.6655547212513,-0.7943162471283358,-0.5190015127817101,47.29307601176033,1293.3152480799722,1212.2627060215905,0.06531523743919947,1279.4694093020548,20539547,-0.014787187771117871,0.009316242617265269,1
2025-02-04,1243.085282988569,1283.6731787459128,1241.6409781641655,1280.08740234375,16691069,1247.3233276367187,1244.292081705729,1253.6737252232963,1251.9190249155104,1.7547003077859245,-0.06426114866818322,57.416679299729005,1295.910091735142,1211.6300205695456,0.06583930988718856,1279.3043961880658,37230616,0.031543373023227295,0.040226549987233406,0
2025-02-05,1277.5476050956522,1285.366353249074,1271.6212014188793,1273.115234375,10112028,1248.7725341796875,1246.3389038085938,1256.6647266312507,1253.4891145051022,3.1756121261485077,0.5837135062951551,55.3764235372976,1297.8559053638044,1212.0198758861955,0.0674220425299896,1279.2809530485706,27118588,-0.0054466343126137184,0.02007090661406452,1
2025-02-06,1268.6331564996678,1282.8763195509282,1265.2965071593935,1276.4520263671875,9956001,1252.2835083007812,1248.3475463867187,1259.7089265906257,1255.1900709393308,4.518855651294871,1.3707419352950982,56.1789789189373,1299.9739531818018,1213.8510590252295,0.06747052954405197,1279.2422342562363,37074589,0.002620966195432839,0.013002989981469648,0
2025-02-07,1271.073491533156,1278.5933846345008,1256.979756005846,1261.6610107421875,8764283,1256.0036499023438,1250.206787109375,1260.0092472293277,1255.6693998136166,4.3398474157111195,1.9645630313783027,51.73710426881404,1300.1411062352968,1216.3582223779845,0.0664068106598824,1279.1386208989131,28310306,-0.011587600097353934,0.001660626965907186,0
2025-02-10,1259.469777897567,1261.461821832557,1240.5952102474196,1248.6629638671875,6970972,1257.9209838867187,1251.4750569661458,1258.2636651736138,1255.1504045583254,3.113260615288482,2.194302548160339,48.135293688786426,1299.633203219114,1218.350195218386,0.065096035001302,1278.9632440296496,21339334,-0.010302329044276082,0.006220358983620722,0
2025-02-11,1259.519670533727,1259.519670533727,1225.2066396338644,1229.937744140625,8859714,1257.8562377929688,1251.9265869140625,1253.9058311685387,1253.2828000829402,0.6230310855985408,1.8800482556479794,43.44312792803255,1300.4342854503925,1215.8210246082012,0.0687947509906786,1278.6514082879614,12479620,-0.014996216167547205,-0.039176745362312415,0
2025-02-12,1214.5989377224969,1222.0193743195214,1188.6027887286011,1211.7105712890625,21131654,1254.220751953125,1251.0882690429687,1247.4142527255424,1250.203375727838,-2.7891230022955824,0.946214004059267,39.41546222381657,1302.4816751135675,1208.803493343464,0.07731069117474577,1277.3747774915762,-8652034,-0.014819589803139244,-0.04823181863508408,0
2025-02-13,1212.2086229517822,1223.1150152108587,1207.1786632211406,1211.2623291015625,8511216,1249.3402465820313,1249.924580891927,1241.852418321853,1247.318853755521,-5.466435433668039,-0.3363158834861941,39.31892117264871,1297.921162767041,1204.7733196548338,0.07690146128898308,1276.919365539455,-17163250,-0.0003699251274362769,-0.05107101239923317,1
2025-02-14,1214.1507532507958,1219.1308629852126,1200.6546072366425,1212.40771484375,10298145,1244.6240844726562,1249.899678548177,1237.3224639406064,1244.7328434657602,-7.410379525153758,-1.751128611819707,39.72518207953193,1290.735867141755,1203.1737031707448,0.07222171460884748,1276.350155461262,-6865105,0.0009456132785348181,-0.0390384544493958,1
2025-02-17,1206.2821918357026,1222.6169765728448,1199.7084711054922,1220.02734375,8166683,1242.5324340820312,1249.3701293945312,1234.6616762189747,1242.902806449778,-8.241130230803265,-3.0491289356164186,42.48390367173316,1288.6174037069582,1200.4315831094482,0.07228183945980513,1275.9286105136518,1301578,0.006284708364159508,-0.02293302592118307,1
2025-02-18,1219.9775298877432,1225.0074896525716,1211.2623373341316,1220.525390625,6673250,1236.5762329101562,1248.0387817382812,1232.4868630506708,1241.245220092387,-8.758357041716181,-4.190974556836371,42.66861158777054,1285.3279172881823,1198.5716432586926,0.07108108909152974,1275.6148691686785,7974828,0.0004082259939102162,-0.007652707269506176,1
2025-02-19,1214.6488125132394,1227.8461038341088,1212.706618273488,1222.567138671875,6217338,1231.5214233398438,1247.1324015299479,1230.9607516077792,1239.8616585056825,-8.900906897903269,-5.132961025049751,43.47008851447542,1283.6003949523902,1196.6935625671413,0.07108552948647005,1275.3364114132376,14192166,0.0016728435660231522,0.008959703447385836,1
2025-02-20,1219.0810452834291,1234.4198079853766,1217.1388510698623,1228.0950927734375,7795582,1226.6857299804688,1246.8369140625,1230.5198810178804,1238.9900610440347,-8.470180026154367,-5.8004048252706735,45.684063941091146,1283.2477124663756,1195.7215258148744,0.07126987736254085,1275.0262923216685,21987748,0.004521595523635513,0.013896877057474777,0
2025-02-21,1223.8121434284387,1235.0672403005465,1217.2882724889691,1223.264404296875,6904025,1222.8460693359375,1246.448465983073,1229.4036538300334,1237.825197581282,-8.421543751248691,-6.324632610466278,44.06012569957108,1283.273039225865,1195.576680012416,0.07169043659359664,1274.7473867880722,15083723,-0.003933480806973422,0.008954652234726357,0
2025-02-24,1211.7105497558396,1218.3838481751116,1205.68456833515,1209.718505859375,7172498,1218.9516235351562,1245.6450073242188,1226.3751695268552,1235.7432204166964,-9.368050889841243,-6.933316266341271,39.78892080768863,1283.9940208745602,1192.8785865473146,0.07531953416098057,1274.3802924918284,7911225,-0.011073565444983391,-0.008449677741597772,0
2025-02-25,1206.1826029932777,1216.142822671174,1196.7203942992758,1199.21044921875,11552182,1215.8788940429688,1244.0447347005208,1222.1959817871466,1233.0370892168485,-10.841107429701879,-7.714874499013393,36.80802712230524,1285.4583821519889,1188.2767496839485,0.08103801341236751,1273.731100557938,-3640957,-0.008686365125215811,-0.0174637427209402,1
2025-02-27,1207.975493883109,1210.166693583284,1195.8738026303336,1202.298095703125,11509215,1214.937646484375,1242.0742716471354,1219.134768543451,1230.7601267343505,-11.625358190899533,-8.496971237390621,38.271418438436676,1285.1168303194927,1184.0415681180075,0.08406838750116677,1273.0847872827628,7868258,0.0025747328055609753,-0.016579083739130307,0
2025-02-28,1197.218393771922,1212.5073065135475,1188.5530513693543,1195.325927734375,23007298,1213.3440063476562,1238.6794962565104,1215.4718699574394,1228.1353712528708,-12.663501295431388,-9.330277248998776,36.23106851732248,1283.2109221042442,1179.473330825443,0.08678602954377951,1271.756199074703,-15139040,-0.0057990343606695305,-0.02668292156844232,0
2025-03-03,1199.2104168056296,1201.6506219268736,1151.4013636439431,1166.5906982421875,17944938,1208.7623046875,1234.2239583333333,1207.9516896935543,1223.5765065854127,-15.624816891858472,-10.589185177570716,29.298334451784427,1283.991677202721,1169.3947119574354,0.09823236668864198,1270.4005561775286,-33083978,-0.02403966050217987,-0.0463298906234938,0
2025-03-04,1157.576687742468,1169.3297956512124,1154.9373267832575,1157.2779541015625,11377373,1202.4873657226562,1230.512117513021,1200.1557303717093,1218.66550269772,-18.50977232601076,-12.173302607258726,27.464172809798043,1286.8231582005578,1158.1966416041296,0.11114574173002868,1269.4504042806402,-44461351,-0.007982871931567215,-0.0433493837647454,1
2025-03-05,1156.38156474498,1178.294049175979,1152.3974766666165,1170.9234619140625,8664095,1197.5271728515625,1227.142244466146,1195.658458301302,1215.129055232264,-19.470596930961847,-13.632761471999352,33.98542807489291,1279.3913042063186,1154.7121015554003,0.10647937863257959,1268.7815565732667,-35797256,0.011791037549914618,-0.023588009363257,1
2025-03-06,1192.2383549047067,1209.1208794668382,1180.4355183146993,1204.7882080078125,14468014,1195.7492797851562,1225.347745768229,1197.0630351792267,1214.3630665489713,-17.3000313697446,-14.366215451548403,46.77455121591919,1270.565087348614,1156.7056157763861,0.09450579845938331,1268.017957294796,-21329242,0.02892140024113332,0.002071127213447932,1
2025-03-07,1211.1627762331514,1249.8084792402678,1207.178688153437,1244.828369140625,16474965,1197.422607421875,1225.4639485677083,1204.4115480963649,1216.6197556298346,-12.208207533469704,-13.934613867932663,57.30624041060107,1263.400134483648,1160.7082029186959,0.08249485158813182,1267.6037214553867,-4854277,0.033234190762060356,0.041413341966134,0
2025-03-10,1240.0473535020744,1252.9956391209716,1230.4855669004469,1233.4736328125,11931051,1198.4435302734375,1225.7644165039062,1208.8826380526932,1217.8681909766988,-8.98555292400556,-12.944801679147243,54.04062536218785,1257.8470651369416,1163.4425344724332,0.0765355076534975,1267.3540009405012,-16785328,-0.00912152760140239,0.05733196284788766,1
2025-03-11,1235.0672477916655,1244.5294565449085,1224.858022557904,1242.3382568359375,10089838,1201.7055053710938,1226.1927042643229,1214.0296563270385,1219.6807884477535,-5.651132120714919,-11.48606776746078,56.14189084040857,1256.5829990220172,1164.0741298842327,0.07446351155070423,1267.1334257922374,-6695490,0.007186715457569104,0.07350032240129423,1
2025-03-12,1252.995610693361,1257.9757204337957,1239.0513034201438,1252.0494384765625,11977555,1206.989404296875,1226.9081787109376,1219.8788535808114,1222.078466227665,-2.199612646853666,-9.628776743339357,58.386484155176,1260.4831626898333,1162.3851356500106,0.07834996288899258,1266.983070854509,5282065,0.007816857918678366,0.06928375696724576,0
2025-03-13,1255.0376050433522,1259.1212710412997,1238.901975238559,1242.9359130859375,9505270,1211.0531860351562,1226.7371948242187,1223.4260935046768,1223.6234622912407,-0.1973687865638567,-7.742495151984257,55.5150584981442,1263.9317731347876,1162.0590593847435,0.0819613567179956,1266.8471979618168,-4223205,-0.007278886208929469,0.03166341173043552,0
2025-03-17,1237.208673957254,1252.398008503818,1228.1946267891797,1233.9217529296875,16640917,1214.9127685546875,1225.865673828125,1225.0408103392938,1224.3862986348292,0.6545117044645394,-6.063093780694499,52.75165146696208,1265.8619312296757,1162.394843672668,0.0838522275106561,1266.5100919751853,-20864122,-0.007252312899922453,-0.008761542138107759,1
2025-03-19,1236.113132982547,1248.264552564328,1233.8720835165427,1242.1888427734375,16162399,1222.4725830078125,1225.2863240559896,1227.6789691753158,1225.7050056080595,1.9739635672563054,-4.455682311104338,54.96571169726767,1268.7623032774159,1162.4725844178965,0.08556647363069697,1266.2270999536067,-4701723,0.006699849341436304,0.007065582700025441,1
2025-03-20,1246.8700894970418,1267.9359786597456,1245.0773228865291,1264.101318359375,15971477,1233.1549194335937,1226.0582397460937,1233.282407511325,1228.5491769229718,4.733230588353081,-2.6178997312128547,60.2788172153475,1275.015536582556,1160.6267485736942,0.09049020545071684,1266.147788986053,11269754,0.017640212849612702,0.01751782286642678,1
2025-03-21,1269.927977701306,1275.9041093610767,1265.0474458622175,1271.2725830078125,21780769,1243.1898315429687,1225.7644124348958,1239.1270498954,1231.7138736699972,7.413176225402822,-0.6116845398897195,61.864525446347564,1282.1273829989166,1158.5896213956146,0.09717645393642757,1266.2158763006314,33050523,0.005673014136038379,0.015353343039424816,1
2025-03-24,1285.86434660882,1300.8046759652354,1279.141198398433,1296.920166015625,20299319,1252.40302734375,1226.55791015625,1248.0182985292809,1236.543969399303,11.474329129977832,1.8055181940837908,66.94671758646712,1294.300600639873,1153.8517064890332,0.10829417093754073,1266.5711406354023,53349842,0.02017473148609139,0.04343285310314715,0
2025-03-25,1302.497915186312,1302.497915186312,1277.4977874103538,1280.33642578125,13713899,1255.9538330078126,1226.6873901367187,1252.990318106507,1239.7878550572252,13.202463049281732,4.084907165123379,61.261701406931046,1301.0790440428714,1152.2973963868162,0.11620511973270611,1266.7554507588202,39635943,-0.012787017018420888,0.0376155722527467,0
2025-03-26,1285.8643858858131,1288.65329608475,1263.7028966635362,1267.98583984375,12074747,1259.4050537109374,1226.8982177734374,1255.2973214506983,1241.8765946710419,13.420726779656434,5.9520710880299905,57.35539378132469,1305.4275518975903,1152.4210320867849,0.12066894992270574,1266.8087665565756,27561196,-0.009646359885421396,0.02076737141891849,1
2025-03-27,1273.0655062272906,1279.8882324099652,1266.242780044616,1273.115234375,15028056,1262.4827514648437,1227.7132934570313,1258.038538823668,1244.190567982446,13.847970841221922,7.531251038668378,58.53786948881127,1310.3843114413153,1153.8039453946221,0.12298993980977838,1266.8703612928532,42589252,0.004045309001149411,0.0071306910962831704,0
2025-03-28,1274.9081198538831,1290.5954658598978,1263.9518781988888,1270.027587890625,18147129,1264.28056640625,1229.0496215820312,1259.883007910892,1246.1044213089779,13.778586601914185,8.78071815131754,57.504218383791425,1314.0615387917699,1157.2084319113553,0.12350370053057678,1266.9639596037696,24442123,-0.0024252686646160093,-0.0009793297942773949,0
